event_code,event_year,session_code,sky,track_codition,humidity,ground_temp,circuit,track_length_m,rider_number,rider_name,team,manufacturer,front_tyre,rear_tyre,lap,lap_time,lap_s,t1_s,t2_s,t3_s,t4_s,speed
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,3,1'31.438,91.438,18.598,26.369,22.421,24.05,316.7
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,4,1'31.152,91.152,18.527,26.232,22.326,24.067,334.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,5,1'31.144,91.144,18.577,26.166,22.328,24.073,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,6,1'31.360,91.36,18.592,26.322,22.329,24.117,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,7,1'31.406,91.406,18.535,26.268,22.332,24.271,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,8,1'31.334,91.334,18.553,26.195,22.376,24.21,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,9,1'31.539,91.539,18.535,26.28,22.435,24.289,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,10,1'32.131,92.131,18.608,26.809,22.511,24.203,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,11,1'31.715,91.715,18.586,26.297,22.489,24.343,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,12,1'31.716,91.716,18.719,26.32,22.435,24.242,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,13,1'31.717,91.717,18.646,26.292,22.395,24.384,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,1,1'35.637,95.637,21.005,27.667,22.642,24.323,303.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,2,1'31.605,91.605,18.639,26.489,22.312,24.165,317.6
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,3,1'31.472,91.472,18.496,26.07,22.414,24.492,318.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,4,1'31.104,91.104,18.577,26.212,22.263,24.052,316.7
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,5,1'31.110,91.11,18.554,26.074,22.247,24.235,334.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,6,1'31.261,91.261,18.575,26.129,22.356,24.201,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,7,1'31.623,91.623,18.568,26.151,22.493,24.411,327.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,8,1'31.286,91.286,18.445,26.136,22.377,24.328,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,9,1'31.499,91.499,18.657,26.151,22.396,24.295,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,10,1'31.413,91.413,18.541,26.183,22.356,24.333,327.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,11,1'31.859,91.859,18.526,26.373,22.519,24.441,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,12,1'31.745,91.745,18.738,26.334,22.405,24.268,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,KTM,Soft,Soft,13,1'32.993,92.993,18.733,27.407,22.496,24.357,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,1,1'34.764,94.764,20.867,27.033,22.6,24.264,299.1
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,2,1'32.026,92.026,18.803,26.3,22.798,24.125,318.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,3,1'31.005,91.005,18.591,26.012,22.253,24.149,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,4,1'31.155,91.155,18.662,26.044,22.297,24.152,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,5,1'31.131,91.131,18.596,26.127,22.279,24.129,329.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,6,1'31.530,91.53,18.621,26.207,22.501,24.201,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,7,1'31.378,91.378,18.7,26.003,22.403,24.272,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,8,1'31.150,91.15,18.556,26.112,22.237,24.245,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,9,1'31.344,91.344,18.534,26.131,22.371,24.308,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,10,1'31.567,91.567,18.584,26.327,22.37,24.286,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,11,1'32.355,92.355,18.681,26.317,22.477,24.88,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,12,1'31.942,91.942,18.736,26.295,22.447,24.464,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,42,Alex RINS,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,13,1'33.684,93.684,18.968,27.272,22.927,24.517,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,1,1'36.902,96.902,20.562,28.887,22.966,24.487,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,2,1'31.696,91.696,18.732,26.47,22.367,24.127,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,3,1'32.689,92.689,18.702,27.519,22.458,24.01,339.6
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,4,1'31.041,91.041,18.591,26.192,22.292,23.966,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,5,1'31.131,91.131,18.59,26.237,22.283,24.021,334.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,6,1'31.003,91.003,18.567,26.211,22.258,23.967,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,7,1'30.760,90.76,18.557,26.011,22.261,23.931,334.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,8,1'30.798,90.798,18.419,26.146,22.234,23.999,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,9,1'32.519,92.519,18.548,26.235,23.164,24.572,326.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,10,1'32.363,92.363,18.554,26.368,22.572,24.869,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,11,1'34.206,94.206,18.73,28.27,22.757,24.449,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,12,1'32.100,92.1,18.658,26.592,22.628,24.222,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,12,Maverick VIÑALES,Red Bull KTM Tech3,KTM,Soft,Soft,13,1'33.392,93.392,18.783,27.214,22.759,24.636,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,1,1'34.723,94.723,21.082,26.81,22.45,24.381,305
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,2,1'31.234,91.234,18.754,26.12,22.235,24.125,329.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,3,1'31.342,91.342,18.581,26.2,22.297,24.264,326.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,4,1'31.327,91.327,18.667,26.14,22.449,24.071,322.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,5,1'31.104,91.104,18.678,26.173,22.231,24.022,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,6,1'31.484,91.484,18.8,26.263,22.36,24.061,326.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,7,1'31.313,91.313,18.716,26.128,22.387,24.082,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,8,1'31.163,91.163,18.573,26.082,22.325,24.183,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,9,1'31.538,91.538,18.704,26.15,22.401,24.283,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,10,1'31.568,91.568,18.708,26.296,22.366,24.198,326.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,11,1'41.169,101.169,18.703,26.24,22.472,33.754,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,12,1'34.460,94.46,19.618,27.772,22.692,24.378,325.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,7,Toprak RAZGATLIOGLU,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,13,1'32.590,92.59,18.898,26.544,22.635,24.513,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,1,1'36.751,96.751,21.507,27.888,22.735,24.621,276.9
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,2,1'32.688,92.688,18.891,26.786,22.527,24.484,315.7
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,3,1'32.551,92.551,18.816,26.721,22.556,24.458,323.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,4,1'32.084,92.084,18.85,26.391,22.523,24.32,324.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,5,1'31.956,91.956,18.841,26.358,22.384,24.373,326.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,6,1'31.998,91.998,18.791,26.551,22.372,24.284,325.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,7,1'32.171,92.171,18.864,26.471,22.431,24.405,321.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,8,1'31.796,91.796,18.751,26.396,22.319,24.33,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,9,1'33.490,93.49,18.97,26.802,22.839,24.879,324.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,10,1'32.488,92.488,18.848,26.737,22.44,24.463,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,11,1'32.688,92.688,18.855,26.535,22.652,24.646,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,12,1'33.969,93.969,18.885,27.949,22.625,24.51,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,51,Michele PIRRO,Ducati Lenovo Team,DUCATI,Soft,Soft,13,1'32.417,92.417,18.835,26.454,22.527,24.601,327.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,APRILIA,Soft,Soft,1,1'31.855,91.855,19.423,26.13,22.059,24.243,334.3
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
